id,tea_bush_density,fertilizer,pesticide,sunlight_hours,humidity,max_temperature,min_temperature,avg_temperature,rainfall,monthly_rainfall,tea_quality,shoot_length,bud_density,tea_yield
12175,2000,148.6,2.85,1933,61.8,26.1,12.8,19.5,1679,139.9,0.192,8.3,435,187.7
12176,1000,78.2,0.95,2355,74.7,28.6,11.6,20.1,2046,170.5,0.318,7.7,204,115.6
12177,2000,66.8,4.87,1356,79.4,26.7,10.3,18.5,1992,166,0.1,8.1,177,186.4
12178,2000,149.1,4.43,2046,63.7,30.2,10.4,20.3,1350,112.5,0.129,5.5,114,186
12179,1500,151.5,2.36,1676,87.1,30.3,13.6,22,1167,97.2,0.198,11.4,217,166.2
12180,1500,104.9,1.22,1195,83.5,29.4,10.2,19.8,1533,127.8,0.345,12.2,234,142.1
12181,2500,176.4,1.11,1474,84.1,26.7,12.7,19.7,1916,159.7,0.298,5.5,205,214.5
12182,2000,196.7,4.03,1086,76.1,26.2,15.1,20.6,1134,94.5,0.19,14.7,181,200.1
12183,2000,80.8,0.35,1479,70,26,17.4,21.7,2256,188,0.351,12.9,418,188.9
12184,1000,136.6,3.19,1104,79.2,26.1,15.9,21,1756,146.3,0.231,12.1,335,144.9
12185,2500,50.8,3.2,2388,66.8,27.9,15.3,21.6,2287,190.6,0.226,13.4,214,180.4
12186,2500,157,0.91,1153,64.1,25,12.4,18.7,1974,164.5,0.305,13.9,416,210.8
12187,2000,112.1,3.52,2226,76.1,25.6,10.2,17.9,2461,205.1,0.216,7.9,199,186.7
12188,2000,79,3.53,2359,74.4,29.7,11.3,20.5,1737,144.8,0.187,9.8,188,155.1
12189,2000,162.8,1.75,1702,64.5,26.8,19.8,23.3,2089,174.1,0.352,11.4,416,174
12190,2000,171.6,2.42,1081,75.9,27.6,19.3,23.5,1735,144.6,0.23,13.8,492,186.9
12191,1500,66.7,4.16,1894,76.4,28.5,13.1,20.8,1254,104.5,0.154,12.2,482,132
12192,3000,56.1,2.62,1352,86.1,25.4,13.2,19.3,1134,94.5,0.254,11.5,404,251.5
12193,2000,100.1,3.09,1265,82.8,27.2,18.9,23,1354,112.8,0.167,10.4,492,164.8
12194,2000,143.9,2.06,1850,66.5,32.8,10.8,21.8,1868,155.7,0.28,8.2,422,198.3
12195,2000,169,0.75,1535,84.5,28.4,11.7,20,2250,187.5,0.292,12.1,171,199.2
12196,2500,131.9,4.99,2096,89.1,26.9,11.2,19,1213,101.1,0.1,9.5,491,214.1
12197,1500,137.1,2.66,1887,81.5,27,18.7,22.8,2386,198.8,0.192,6.1,432,142.9
12198,1500,170,1.68,2244,83.6,34.8,10.1,22.4,1718,143.2,0.15,13.1,224,168.2
12199,2000,129.3,3.57,1088,68,26.5,10.1,18.3,1756,146.3,0.182,11.7,361,222.1
12200,2000,141.7,3.1,1352,89.8,34.1,18.1,26.1,1047,87.2,0.195,9.9,103,186.8
12201,2500,127.4,1.16,1850,65.3,25.8,16.4,21.1,2454,204.5,0.287,13.8,364,205.4
12202,1500,182.1,4.38,2321,82.5,33.7,15.6,24.7,1091,90.9,0.151,12.3,364,160.7
12203,2500,85.3,0.35,2220,71.9,30.1,19.2,24.6,1435,119.6,0.322,10.9,397,185
12204,1000,89.6,3.03,2019,70.7,31.1,14.8,23,1948,162.3,0.225,12.6,446,132.1
12205,1000,69.2,2.39,1861,68.6,27.5,14.7,21.1,1962,163.5,0.19,13.6,299,131.9
12206,2500,172.9,1.59,1947,73.2,34,14.2,24.1,1642,136.8,0.205,10.9,454,233.2
12207,2000,111.8,4.13,1320,83.7,30.9,16.5,23.7,2303,191.9,0.131,13.8,481,163.8
12208,2000,102.2,3.28,1893,88.2,31.8,13.2,22.5,1499,124.9,0.194,11.7,219,176
12209,1500,197.2,3.8,1741,72.5,30.6,16.7,23.6,1232,102.7,0.166,10.6,415,179.1
12210,2000,189,2.07,1577,79.6,26.3,17,21.6,1063,88.6,0.254,9.5,185,163.2
12211,2000,195.8,4.71,2332,83.6,33.4,12.1,22.8,1204,100.3,0.228,6.5,260,202.8
12212,3000,71.3,1.72,2244,63,26.8,15.9,21.4,2433,202.8,0.147,5.2,145,199.8
12213,3000,183.7,2.66,1115,88.8,27.9,17.3,22.6,1465,122.1,0.231,7.2,341,225.6
12214,2000,99.3,4.67,2479,66.3,31.7,19.6,25.6,1985,165.4,0.1,6.9,353,184.5
12215,2000,51.9,0.42,1345,87.5,25.9,19.4,22.6,2453,204.4,0.364,7.3,181,148.6
12216,2000,108.7,0.54,1323,89.6,34.3,12.1,23.2,2329,194.1,0.348,8.5,329,160.4
12217,2000,126.4,4.97,2416,63,26.2,15.8,21,1757,146.4,0.1,9.6,448,212.9
12218,1500,66.2,4.86,1667,86.8,31.7,14.7,23.2,1127,93.9,0.1,13.3,244,119.9
12219,2000,130.7,3.86,2208,79.2,31.4,13.5,22.4,2079,173.2,0.128,8.7,245,203.4
12220,1000,172.9,2.42,1432,84.5,32,13.4,22.7,1198,99.8,0.21,7.3,475,147.6
12221,1000,106.6,2.53,2310,63.3,29.3,19.7,24.5,1222,101.8,0.151,14.9,297,138.7
12222,1500,102.9,1.29,2248,85,28.8,10.4,19.6,2319,193.2,0.334,15,435,185
12223,2000,100.8,2.16,1779,78.8,34.8,18.5,26.6,2001,166.8,0.305,12.6,463,171
12224,2500,188.5,2.16,2058,75.3,33.2,14.5,23.8,2395,199.6,0.2,8.7,299,238
12225,2000,57.3,0.18,2446,76.8,29.9,15.7,22.8,2437,203.1,0.247,9,454,133
12226,2000,116.8,2.27,1678,82.3,26.8,17.4,22.1,1691,140.9,0.204,6.8,422,198.5
12227,1000,89.7,2.4,1741,68.9,33.9,14.6,24.2,2004,167,0.145,7.6,220,119.3
12228,2000,184.1,3.33,2084,88.3,31.5,19.9,25.7,1982,165.2,0.214,11.7,176,194.4
12229,1500,64.4,2.58,1580,69.2,26.4,18.7,22.5,1169,97.4,0.173,10.8,338,137.3
12230,2000,111.7,4.31,2442,86.3,26.8,12.1,19.4,1929,160.8,0.1,9.6,300,175.7
12231,3000,111,1.84,1061,60.4,30.4,16.7,23.5,1166,97.2,0.181,11.2,421,196.7
12232,1500,183.3,2.05,1605,87.5,30,14.8,22.4,2284,190.3,0.178,9.8,463,186
12233,1500,82.3,2.86,2071,85.5,29.1,13.6,21.4,2392,199.3,0.244,14.6,373,149
12234,2000,146.7,1.01,1644,63.7,29.3,13.5,21.4,1583,131.9,0.246,13.6,495,152.6
12235,3000,70.2,1.97,1389,82.1,26.7,11.6,19.2,2041,170.1,0.24,12.6,201,226.3
12236,2500,193.1,3.43,1620,71.2,27.6,14.6,21.1,2049,170.8,0.174,6,207,200.2
12237,2500,139,2.06,2322,74.4,29.9,16,23,1075,89.6,0.181,9.7,119,228.5
12238,2000,143.9,4.53,1821,62.1,25.6,18,21.8,1245,103.8,0.1,11.1,168,196.5
12239,3000,115.1,3.08,1503,66.4,28.5,12.9,20.7,2329,194.1,0.174,5.9,381,201.9
12240,1500,101.3,0.77,2007,88.6,27.1,17.7,22.4,1297,108.1,0.37,14.1,303,156.7
12241,1000,81.9,2.44,1918,72.5,26.7,15.5,21.1,2137,178.1,0.193,7.2,249,106.9
12242,2500,140.6,3.82,1841,60.8,26.5,12.6,19.6,1888,157.3,0.241,5.1,407,214.1
12243,3000,193.2,3.22,1587,75.5,26.4,17.9,22.2,2071,172.6,0.164,9.1,383,251.7
12244,1000,104,4.43,1108,89.8,26.6,16,21.3,1223,101.9,0.1,6.2,139,126.2
12245,1500,182.5,3.75,1931,70,28.7,19.5,24.1,2207,183.9,0.125,12.3,384,181.2
12246,1000,72.3,0.31,1630,64.2,26,12.9,19.4,1549,129.1,0.214,13.4,278,161.1
12247,1500,190.4,0.56,1643,79.3,34,19.7,26.8,2482,206.8,0.342,9.3,175,175.5
12248,1500,102.6,3.25,1351,87.6,30,15.6,22.8,1650,137.5,0.171,14.7,357,177.8
12249,3000,107,1.19,1374,85.8,30,14.5,22.2,1477,123.1,0.249,10.1,154,241.3
12250,2000,119.4,2.94,2181,79.7,27.1,18.7,22.9,1215,101.2,0.275,10.3,497,192.6
12251,2500,157.7,3.96,1719,65.5,33.7,11.6,22.7,1105,92.1,0.109,12.8,452,214.5
12252,2500,157.9,2.88,1164,83.5,33.3,14.6,24,2322,193.5,0.244,6.7,194,205.9
12253,2000,121.9,2.08,1069,84.7,25.3,11.3,18.3,1183,98.6,0.235,6.9,337,184.8
12254,2500,128.5,3.23,1337,85.5,32.3,16.1,24.2,2321,193.4,0.232,13.3,481,219.1
12255,2000,54.5,0.72,1731,72.1,26.8,10.4,18.6,1825,152.1,0.321,5.5,455,148.1
12256,2000,95.6,3.62,1926,72.3,30.6,19.8,25.2,1993,166.1,0.187,7.6,249,165
12257,2000,101.9,3.49,1216,64.7,33.7,10.1,21.9,2210,184.2,0.14,11,348,170.2
12258,2000,133.8,2.57,1651,83.2,34.3,19.3,26.8,1813,151.1,0.229,11.2,389,191.4
12259,2500,133.7,1.39,1109,82.1,26.8,16.4,21.6,1739,144.9,0.257,11.6,151,230
12260,3000,156.5,3.99,1057,63,34.4,18.2,26.3,2174,181.2,0.1,14.2,304,223.4
12261,2000,157.6,2.55,2295,60.6,25.7,13.6,19.6,1624,135.3,0.156,6.3,397,178.7
12262,2500,85.3,0.3,1988,88.6,34.1,12.4,23.2,1118,93.2,0.306,8.9,113,181.6
12263,1000,165.5,4.59,2172,60.5,32.7,11.7,22.2,1946,162.2,0.117,7.2,184,128.3
12264,2500,52.9,3.84,1273,78.9,34.1,15.3,24.7,1053,87.8,0.179,13.2,290,187
12265,2000,157.4,2.92,1483,73.6,28.7,12.7,20.7,1899,158.2,0.246,7,368,195.6
12266,1000,65.3,2.18,1666,83.3,34.4,18.8,26.6,1766,147.2,0.317,12,497,119.6
12267,2000,159.4,4.8,1987,62.6,33.2,10.3,21.8,1458,121.5,0.1,15,455,187.2
12268,2000,129.1,3.88,1802,80.5,28.3,10.8,19.6,1518,126.5,0.22,9,387,201.2
12269,1500,115.6,2.67,1827,78.4,28.4,12.2,20.3,1682,140.2,0.152,9.7,221,150.9
12270,3000,153.6,3.27,1235,85.6,28.6,10.8,19.7,1737,144.8,0.187,9.2,486,234.4
12271,1000,55.5,1.4,1712,75.6,30.9,18.3,24.6,1637,136.4,0.213,10.4,398,120.3
12272,3000,83.5,0.98,2236,81.8,26.8,10,18.4,1588,132.3,0.261,9.5,371,224
12273,2500,142.5,1.37,1764,73.1,29.3,16.5,22.9,1486,123.8,0.201,12.3,445,208
12274,2000,177.1,1.47,1300,89.5,25.7,14.6,20.2,1971,164.2,0.278,5.1,321,178.2
12275,2000,107.2,3.7,1620,76.8,28.6,17.7,23.2,1614,134.5,0.115,9.7,293,159.2
12276,2500,88.8,0.7,2132,82.6,31.7,14.1,22.9,1476,123,0.28,10.8,111,204.5
12277,2000,127.8,3.89,1202,62.8,30.9,16.5,23.7,2354,196.2,0.112,5.3,322,169.8
12278,2000,143.3,2.62,1871,73.9,28.2,16.4,22.3,1273,106.1,0.182,6.1,402,174.4
12279,2000,113,1.92,2448,61.9,27.6,13.6,20.6,1218,101.5,0.272,8.8,126,169.1
12280,2000,181.5,1.5,1570,63.7,28.3,11.1,19.7,2165,180.4,0.322,8.4,464,202.4
12281,3000,128.5,2.57,1065,75.2,25.7,14.3,20,1174,97.8,0.151,14.2,394,216.3
12282,1500,55.4,1.59,1950,70.6,27.6,18.8,23.2,1407,117.2,0.26,5.1,357,117.1
12283,2000,83.5,2.15,1071,73.8,32.1,18,25,1526,127.2,0.249,13.2,452,169.7
12284,1500,117.6,3.7,1287,74.9,26.8,13.7,20.2,1430,119.2,0.157,5.5,192,145
12285,2500,154.7,3.13,1073,64.8,26.4,18.7,22.5,2102,175.2,0.288,13.4,325,207.1
12286,2500,83,3.74,1256,71,33.5,14.4,24,1296,108,0.141,9.4,319,202.8
12287,1500,196.4,3.56,2282,85.8,27.4,12,19.7,2035,169.6,0.106,11.4,147,183
12288,1000,97.8,4.08,2102,85.7,27.5,18.6,23,1438,119.8,0.113,6.8,267,110
12289,1000,129.9,1.01,1513,74.7,29.6,14.9,22.2,2285,190.4,0.303,13,442,117.9
12290,2000,52.8,4.98,2346,82.5,29.7,14.3,22,2314,192.8,0.12,9.9,445,145
12291,2000,182.7,2.38,1998,82.6,26.9,12.3,19.6,1418,118.2,0.205,5.5,438,189.1
12292,3000,168.3,3.59,1672,61.3,30.6,17.6,24.1,1895,157.9,0.165,13,135,255.3
12293,2000,79.3,3.39,1102,78.3,32,15.5,23.8,2217,184.8,0.249,12.4,218,167.1
12294,1500,190,2.83,2096,84.1,29.8,12.1,21,1110,92.5,0.3,12.7,376,163.8
12295,2500,97.4,4.98,1563,77.8,34,12.6,23.3,1853,154.4,0.161,9.7,109,178
12296,2000,153.8,1.09,1454,76.2,34.9,13.8,24.4,2465,205.4,0.344,5.2,208,186.4
12297,2000,172.8,2.11,1432,75.9,30.3,15.3,22.8,1544,128.7,0.273,13.8,227,157.2
12298,1000,161.1,0.64,1012,75.2,34.7,18.1,26.4,2092,174.3,0.304,11.3,449,142.2
12299,2000,187.6,0.91,2114,83.3,31.5,12.1,21.8,2194,182.8,0.298,13.9,496,230.7
12300,3000,179.6,3.56,1218,79.3,30.3,17.4,23.8,2115,176.2,0.214,7.2,266,224.6
12301,2000,199.2,0.02,1781,66.5,33.7,19.2,26.4,2424,202,0.384,12,353,199.1
12302,2000,77.4,4.45,1024,73,34.7,14,24.4,2151,179.2,0.146,14.5,323,163.7
12303,2000,95.7,3.17,1942,75.9,35,13.7,24.4,2400,200,0.239,15,489,205.3
12304,3000,145.4,2.2,1554,72.6,32.6,14.8,23.7,1346,112.2,0.138,8.2,462,188.5
12305,1500,160,1.66,1946,67.1,29.9,18.2,24,1887,157.2,0.274,11.6,292,166.8
12306,2000,130.2,0.63,1135,63.7,28,10.9,19.4,1567,130.6,0.241,9.1,351,170.5
12307,3000,61.1,4.61,1400,63.5,30.6,13.9,22.2,2084,173.7,0.1,14.7,108,235.1
12308,1500,176.2,3.56,1165,68.9,32.8,10.3,21.5,1227,102.2,0.159,8.7,272,141.1
12309,2500,194.1,1.68,1969,72.1,25.3,15.2,20.2,1269,105.8,0.239,8.4,292,220
12310,2000,110.8,0.35,1163,80.5,27.7,19.4,23.5,1195,99.6,0.286,5.2,106,203.1
12311,2000,83.7,1.63,1926,89.5,28.5,11.6,20,1404,117,0.31,8.5,157,159.7
12312,2000,52.9,0.92,1202,86.9,32.8,12.6,22.7,1280,106.7,0.33,8.1,317,178.1
12313,2000,85.6,3.93,2415,84.4,31.1,17,24,2161,180.1,0.214,6.3,407,172.3
12314,2000,155,3.6,1625,84.4,29.3,16.9,23.1,1880,156.7,0.152,5.3,462,161.8
12315,1500,186.7,2.49,1190,77.9,34.2,16,25.1,1557,129.8,0.213,5.2,134,142.2
12316,2000,64,4.43,1063,67.6,30.4,12.4,21.4,1308,109,0.247,8.8,267,164.5
12317,1500,133,0.9,1494,74.2,32.2,10.7,21.5,2205,183.8,0.282,8.8,384,167.9
12318,1000,154.3,2.26,2337,64.3,31.6,12.2,21.9,2320,193.3,0.148,7.9,398,161.2
12319,3000,91.5,3.55,1216,77,33.6,16.4,25,2279,189.9,0.211,9.6,132,238
12320,2000,135.5,0.34,2186,60.7,33.1,13,23,2387,198.9,0.369,14.2,241,181.1
12321,3000,157.3,1.86,1626,65.7,34.9,18.4,26.6,2212,184.3,0.304,8,144,226.2
12322,1500,175.7,2.86,2204,81.4,28.8,16.2,22.5,1949,162.4,0.257,12.8,332,166.5
12323,2000,117.9,1.83,2311,68.3,26.6,10.5,18.6,1645,137.1,0.203,5.4,314,171.2
12324,1500,162.2,2.4,2497,72.6,32.6,10.9,21.8,1436,119.7,0.255,14.3,102,122.9
12325,2500,95.3,3.04,1102,85,33.7,12.8,23.2,1010,84.2,0.219,8.2,254,195.1
12326,2500,82,1.84,2194,61.3,25.5,15.7,20.6,2248,187.3,0.28,8.5,209,198.4
12327,1500,78.1,0.53,1105,60.7,28.3,19.4,23.8,1654,137.8,0.303,9.4,426,131.5
12328,3000,103.8,0.7,1472,66.9,33.1,11,22,2308,192.3,0.358,7.8,469,195.2
12329,1500,55.4,2.64,1969,80.5,31.8,18.3,25,1483,123.6,0.238,14,254,142.1
12330,2000,92.4,0.87,1671,67.1,32.6,15.7,24.2,1507,125.6,0.313,5.5,196,174.7
12331,3000,147.8,4.45,1848,85.9,30.4,13.6,22,1032,86,0.1,5.7,416,221.3
12332,2500,147.2,4.17,2449,70.6,28.8,16.4,22.6,1728,144,0.173,8.9,493,240.5
12333,3000,61,1.75,2228,68.5,33.1,17.9,25.5,1733,144.4,0.246,6.6,228,217.8
12334,2000,93.1,4.15,1546,67,30.5,13.6,22,1982,165.2,0.145,12.5,120,160.8
12335,1500,135.4,2.67,1900,77.2,30.2,19.2,24.7,2125,177.1,0.208,7.4,390,175.5
12336,1500,97.8,0.8,1073,85.7,32.3,15.5,23.9,1521,126.8,0.346,7.8,393,133.4
12337,2000,112.7,3.07,1679,72.2,26.9,11.6,19.2,2391,199.2,0.198,7.6,234,192.4
12338,2500,156.9,3.4,1913,67.6,30.9,15.5,23.2,1685,140.4,0.122,14,326,222.5
12339,1500,51.4,0.42,2072,72.6,28,17.7,22.8,1861,155.1,0.369,13.2,133,124.2
12340,2000,91.5,1.57,2352,87.1,25.2,15.9,20.6,1891,157.6,0.313,10.4,370,195.7
12341,2000,71.4,0.03,1425,70,32.5,15.8,24.2,2315,192.9,0.364,5,384,165.1
12342,2000,69.1,1.58,2353,79.7,29.7,10.3,20,2039,169.9,0.279,8.3,182,163
12343,2000,193.9,1.68,1992,69.9,34,14.6,24.3,1530,127.5,0.215,9.8,417,183.4
12344,2000,106.5,3.15,1116,80.2,30,13.7,21.8,2059,171.6,0.191,10.2,113,156.7
12345,2500,129.1,1,1570,86.4,25.1,10.4,17.8,2339,194.9,0.267,7.5,426,212
12346,1500,160.1,0.15,1715,78,29.1,16.8,23,2233,186.1,0.363,11.3,446,166.2
12347,2500,57.1,1.58,1529,88.4,26.7,11.8,19.2,1071,89.2,0.304,6.9,124,175.6
12348,1000,86.2,4.13,1174,78,34.2,13.5,23.8,1099,91.6,0.192,9.7,454,116
12349,1500,174.8,2,1827,89.2,29.5,15.8,22.6,2019,168.2,0.258,8.8,391,140.7
12350,2000,179.3,2.08,1198,81.7,30.1,14.4,22.2,2472,206,0.27,8.5,233,205.5
12351,2500,105.9,2.35,2373,79.6,28.7,17,22.8,1899,158.2,0.211,8.8,112,192.6
12352,1500,106.2,3.76,2298,84.9,30.2,18.4,24.3,1653,137.8,0.102,9.5,478,141.9
12353,2000,163.5,2.4,1713,60.3,25.8,11.7,18.8,1873,156.1,0.185,7.5,252,195
12354,2000,94.3,0.46,1102,67.7,29.6,12.8,21.2,1682,140.2,0.347,7.5,362,158.4
12355,1500,67.6,1.03,1828,66.5,31.6,11.9,21.8,1320,110,0.272,7.1,199,157.7
12356,2500,88.6,0.94,1888,63.3,28.7,15,21.8,1419,118.2,0.211,11.7,478,201.5
12357,2500,108.1,2.54,2333,88.1,28.9,10.8,19.8,1449,120.8,0.218,7.6,178,199.9
12358,1500,57.8,0.15,1101,63.9,33.4,17.4,25.4,1899,158.2,0.314,5.3,180,111.4
12359,2000,121.8,1.42,2038,67.9,30.4,11.3,20.8,2247,187.2,0.261,9.4,449,221.8
12360,2500,161,3.04,1844,70.1,30.9,19.5,25.2,1077,89.8,0.208,9.9,135,174
12361,2000,127.1,1.77,1262,78.7,28,18.4,23.2,1784,148.7,0.36,14.6,439,161
12362,2000,60.8,3.54,1183,83,29.8,19.7,24.8,1796,149.7,0.113,11.3,164,172.4
12363,1000,116,1.96,2041,78.1,25.5,10.4,18,2441,203.4,0.323,6.1,379,125.3
12364,2000,156.3,4.9,1510,82.5,29.3,12.1,20.7,2227,185.6,0.108,9.5,249,216.4
12365,1500,58.7,4.83,2500,72.1,33,19.6,26.3,1587,132.2,0.155,12.5,238,151.9
12366,2500,59,4,2341,89.9,26.6,19.8,23.2,1915,159.6,0.171,13.3,403,179
12367,2000,105.6,4.77,1849,65.1,32.6,12.8,22.7,1984,165.3,0.102,11.2,386,204.1
12368,1500,79.2,1.02,1963,72,28.7,16,22.4,2005,167.1,0.313,14,243,153.8
12369,2500,190.2,3.75,1238,85,25.3,12.1,18.7,2362,196.8,0.1,10.3,155,223.2
12370,1000,137.2,1.61,2341,67.4,34.5,18.9,26.7,1871,155.9,0.234,8.8,245,139.7
12371,2000,93.1,3.63,1688,82.5,26.8,11.4,19.1,1329,110.8,0.175,9.9,358,198.9
12372,2000,155.7,1.87,1782,70.9,28.3,16.9,22.6,1965,163.8,0.182,5.5,101,191.3
12373,1500,106.2,1.45,2310,65.3,29.8,12.9,21.4,1353,112.8,0.267,5.1,443,143.6
12374,3000,69.8,4.79,1009,72.1,34.5,13.7,24.1,1175,97.9,0.1,11,480,215.6
12375,2500,85.6,1.05,1742,83.5,30.8,15.5,23.2,1913,159.4,0.318,7.3,451,183.3
12376,1000,146.4,3.79,1940,63.4,34.1,14.3,24.2,1422,118.5,0.17,9.1,359,148.9
12377,2500,57.8,3.37,1239,75.5,30.6,15.2,22.9,1943,161.9,0.242,11.9,283,161.9
12378,2000,90.9,1.52,1102,82.2,27.1,16.8,22,2231,185.9,0.29,8.8,131,191.9
12379,3000,81.2,2.29,1802,82.5,30.6,13,21.8,1219,101.6,0.176,11.6,389,204.8
12380,2000,80.2,0.71,1821,71.7,26,17.4,21.7,1089,90.8,0.276,9.3,259,164.8
12381,2000,152.4,4.61,1495,74,26.2,14.2,20.2,1127,93.9,0.1,5.3,216,171.2
12382,2000,173.9,4.84,2323,85.7,26.2,10.2,18.2,2452,204.3,0.127,13.4,232,176.9
12383,2000,157.4,3.66,1452,66.3,25.1,18.5,21.8,1134,94.5,0.13,12.9,112,191.6
12384,2000,146.9,4.25,1775,89.8,26.5,12.8,19.6,2385,198.8,0.141,11.1,318,196.4
12385,1500,187.5,0.41,1280,72.6,28.5,18.6,23.6,2463,205.2,0.315,10,405,175.3
12386,2500,58.8,1.92,1017,68.3,25.7,17.4,21.5,1107,92.2,0.177,6,428,159.3
12387,2000,75.1,1.65,1639,60.1,25.1,14.1,19.6,1805,150.4,0.268,11.7,430,179.9
12388,3000,112.2,2.82,1790,63.8,26.1,16.5,21.3,2047,170.6,0.24,5,129,213.4
12389,1500,105.9,0.92,2147,82.7,34.4,19.9,27.2,1056,88,0.262,8.5,473,171.6
12390,2000,112.7,2.82,1673,79.5,30.3,13.1,21.7,1776,148,0.188,10.3,445,198.5
12391,3000,81,3.27,1418,67.4,29.4,14.5,22,1631,135.9,0.211,12.2,145,208.5
12392,2000,72.4,0.66,1906,87.8,29.9,11.5,20.7,1762,146.8,0.28,8.7,131,133.2
12393,2500,126.4,0.66,1572,85.1,30.5,18.7,24.6,1822,151.8,0.31,11,449,203.2
12394,2500,189.2,0.18,1350,68.1,26.1,15.5,20.8,2074,172.8,0.353,5.6,474,213
12395,2000,108.8,3.8,2366,69.9,30.8,11,20.9,1187,98.9,0.196,12.1,314,186.7
12396,2000,56.5,1.66,1805,65.5,33.3,16,24.6,2490,207.5,0.265,7,276,172
12397,1500,155.9,1.13,1301,79.3,30.6,14.7,22.6,1417,118.1,0.249,5.1,381,170.1
12398,2000,93.7,3.89,2006,81,33.8,13.1,23.4,2470,205.8,0.167,11.5,381,169.3
12399,1500,86.8,0.72,2205,71.9,26.4,10.2,18.3,2028,169,0.283,5.6,374,169.5
12400,2500,98.6,2.14,2138,82.1,33.3,12.2,22.8,2025,168.8,0.235,9.5,457,209.6
12401,2000,158.6,3.72,1899,89.7,31.6,12.1,21.8,2383,198.6,0.111,13.6,335,174
12402,2000,172.8,2.87,1779,78.4,31,17.2,24.1,2329,194.1,0.159,8.6,198,203.9
12403,1500,138.2,2.77,2166,79.5,30.9,12.6,21.8,1341,111.8,0.234,11.6,409,167.9
12404,3000,98.4,0.79,2062,71.2,26.2,19.8,23,2045,170.4,0.314,13.9,346,209.8
12405,1000,96.6,0.9,1857,60.3,31.4,11.8,21.6,1757,146.4,0.272,12.3,369,105.4
12406,1000,68.6,2.91,1987,88.6,29,18.9,24,1739,144.9,0.162,10.2,321,111.9
12407,1500,190,0.12,1253,83.2,25.6,13.7,19.6,1022,85.2,0.4,8.9,324,167
12408,3000,145.7,4.35,1030,80.9,27.1,20,23.6,1789,149.1,0.154,14,290,215.2
12409,3000,54,1.75,2397,60.9,29.4,18,23.7,1143,95.2,0.353,7.5,228,224.1
12410,2000,149.4,2.08,2403,82.8,34.9,16,25.4,1403,116.9,0.201,10.7,187,202.5
12411,2500,117.1,1.29,2182,80.1,29.3,18.3,23.8,1016,84.7,0.21,13.4,172,184.2
12412,1500,195.9,4.38,1558,77.1,26.5,19,22.8,1601,133.4,0.143,7.3,479,158.6
12413,3000,172.9,3.21,1226,78.7,34,20,27,2388,199,0.179,9.5,481,253
12414,1500,75.7,2.25,1536,87.6,25.4,11.7,18.5,2203,183.6,0.228,13,470,155.5
12415,1500,158,2.93,2089,60.2,26.3,15.8,21,1086,90.5,0.132,9.8,462,171.4
12416,1500,122.8,1.9,1503,64.7,29.7,13.9,21.8,2069,172.4,0.245,10.1,141,153
12417,2000,78.1,2.33,2194,86.8,25.9,13.9,19.9,2091,174.2,0.203,9.7,259,177.3
12418,2500,154.8,1.79,2010,60.2,30.7,16.3,23.5,2168,180.7,0.199,9.6,461,231
12419,2000,132.1,2.05,1945,87.1,26.6,15,20.8,1986,165.5,0.217,14.5,189,201
12420,3000,54.6,1.57,2395,60.9,31.5,18.1,24.8,1100,91.7,0.18,12.9,467,210.3
12421,2000,147,0.39,2340,83.4,26.2,13.3,19.8,1979,164.9,0.375,11.5,490,187.5
12422,1500,145.2,0.19,2067,86.7,33.1,15.3,24.2,1323,110.2,0.333,11,472,171.4
12423,2000,71.6,0.87,1299,78.4,32.3,19.7,26,1890,157.5,0.295,5.3,301,175.8
12424,2000,102.3,1.26,2408,79.2,34.3,10.9,22.6,2018,168.2,0.347,12.8,347,176.9
12425,2500,137.9,4.45,1341,61.5,25.7,12.7,19.2,1159,96.6,0.1,10,468,217.9
12426,2000,70.8,3.06,1559,66.3,30.6,11,20.8,1700,141.7,0.131,15,373,164.7
12427,2000,177.9,4.79,2240,87,32.1,10.6,21.4,1350,112.5,0.136,10.2,480,198.7
12428,1500,54.1,1.7,1313,84.7,34,10.2,22.1,2211,184.2,0.208,11.8,324,142.2
12429,2000,65.4,2.01,1958,61.8,29.8,13.7,21.8,2397,199.8,0.131,13.3,351,158
12430,3000,67.4,3.6,1687,84.4,34.5,18.5,26.5,1774,147.8,0.197,6.9,258,199.6
12431,1000,129.2,2.89,1936,72.7,26.2,12.4,19.3,1832,152.7,0.208,10.5,199,163.2
12432,2500,143,2.64,2437,76.8,29.3,13.2,21.2,1119,93.2,0.19,14.8,107,191.2
12433,2000,110.6,2.88,2213,63.3,27.5,18.6,23,1584,132,0.13,7.5,204,179.3
12434,1500,93.3,2.92,1444,72,26.6,11.5,19,1217,101.4,0.22,14.7,245,150.1
12435,3000,171.4,3.83,1086,73,27.9,12.4,20.2,2057,171.4,0.127,13.5,379,240.2
12436,2000,60.2,3.34,2451,80.1,31.6,17.1,24.4,2439,203.2,0.218,13,270,182.6
12437,2000,92,4.79,1878,79.7,29.8,17.4,23.6,2210,184.2,0.134,6.5,177,168.7
12438,1500,55.9,4.74,1260,76.5,26.8,13.6,20.2,1582,131.8,0.1,6.3,220,135.8
12439,1500,52.1,2.11,1941,60.9,25.3,10.1,17.7,1995,166.2,0.166,13.3,242,142.7
12440,2500,103,0.18,1063,64.8,34.2,13.8,24,2496,208,0.352,11.3,218,175.1
